OFF_FR,CIQUAL_FR,CIQUAL_INDEX_FR,OFF_EN,CIQUAL_EN,OFF_ID,CIQUAL_ID
Farine de sarrasin,Farine de sarrasin,Farine de sarrasin,Buckwheat flour,Buckwheat flour,en:buckwheat-flour,9540
Lait de buffle,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,Buffalo milk,"Milk, fat content unknown, UHT sterilized",en:buffalo-milk,19039
Boulghour,"Boulgour de blé, cru","Boulgour de blé, cru",Bulgur,"Wheat bulgur, raw",en:bulgur,9690
Lotte,"Lotte ou baudroie, crue","Lotte ou baudroie, crue",Burbot,"Anglerfish, raw",en:burbot,26018
Lotte,"Lotte de rivière, crue","Lotte de rivière, crue",Burbot,"Burbot, raw",en:burbot,27023
Beurre,"Beurre à 82% MG, doux",Beurre,Butter,"Butter, 82% fat, unsalted",en:butter,16400
Beurre,"Beurre à 82% MG, doux, tendre",Beurre tendre,Butter,"Butter, 82% fat, unsalted, easy-to-spread",en:butter,16404
Beurre,"Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen)",Beurre,Butter,"Butter, unknown fat content , half-salted (average)",en:butter,16413
Beurre,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",Beurre,Butter,"Butter, unknown fat content , unsalted (average)",en:butter,16414
Courge butternut,"Courge doubeurre (butternut), pulpe, crue",butternut crue,Butternut squash,"Squash, butternut, pulp, raw",en:butternut-squash,20138
Chou,"Chou vert, cru","Chou vert, cru",Cabbage,"Green cabbage, raw",en:cabbage,20069
Chou,"Chou blanc, cru",Chou blanc,Cabbage,"White cabbage, raw",en:cabbage,20116
Chou,"Chou chinois ou pak-choi ou pé-tsai, cru",Chou chinois ou pak-choi ou pé-tsai,Cabbage,"Chinese cabbage (nappa cabbage or bok choy), raw",en:cabbage,20167
Chou,"Chou rouge, cru",Chou rouge,Cabbage,"Red cabbage, raw",en:cabbage,20014
Chou,"Chou frisé, cru","Chou frisé, cru",Cabbage,"Curly kale, raw",en:cabbage,20218
Figue de Barbarie,"Figue de Barbarie, pulpe et graines, crue",Figue de Barbarie,Cactus fig,"Prickly pear, pulp and seeds, raw",en:cactus-fig,13063
Gâteaux,Gâteau (aliment moyen),Gâteau,Cakes,Cake (average),en:cakes,23000
Foie de veau,"Foie, veau, cru","Foie, veau, cru",Calf's liver,"Liver, calf, raw",en:calf-s-liver,40106
Riz de Camargue long blanc,"Riz blanc, cru","Riz blanc, cru",Camargue long grain white rice,"Rice, raw",en:camargue-long-grain-white-rice,9100
Riz de Camargue noir long complet,"Riz complet, cru","Riz complet, cru",Camargue whole long grain black rice,"Rice, brown, raw",en:camargue-whole-long-grain-black-rice,9102
Riz de Camargue long complet,"Riz complet, cru","Riz complet, cru",Camargue whole long grain rice,"Rice, brown, raw",en:camargue-whole-long-grain-rice,9102
Huile de caméline,Huile de lin,Huile de lin,Camelina oil,Linseed oil,en:camelina-oil,17180
Camembert,Camembert au lait cru,Camembert au lait cru,Camembert,"Camembert cheese, from cow's milk, from raw milk",en:camembert,12006
Camembert,Fromage à pâte molle et croûte fleurie (type camembert),Chamois d'Or,Camembert,Soft-ripened cheese with bloomy rind (Camembert-type cheese),en:camembert,12003
Camembert,"Camembert, sans précision",Camembert,Camembert,"Camembert cheese, from cow's milk",en:camembert,12001
Sirop d'érable canadien,Sirop d'érable,Sirop d'érable,Canadian maple syrup,"Syrup, maple",en:canadian-maple-syrup,31034
Écorces d'orange confites,Zeste d'orange confit,Zeste d'orange confit,Candied orange peel,Candied orange zest,en:candied-orange-peel,31021
Sucre de canne,Sucre blanc,Sucre,Cane sugar,"Sugar, white",en:cane-sugar,31016
Sucre en morceaux pure canne,Sucre blanc,Sucre,Cane sugar cubes,"Sugar, white",en:cane-sugar-cubes,31016
Huile de navette,Huile végétale (aliment moyen),Huile,Canola oil,Vegetable oil (average),en:canola-oil,17001
Melon cantaloup,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",Melon,Cantaloupe,"Melon, cantaloupe (ex Cavaillon or Charentais melon), pulp, raw",en:cantaloupe,13026
Capelan,"Capelan, cru","Capelan, cru",Capelin,"Capelin, raw",en:capelin,26108
Câpre,"Câpres, au vinaigre",Câpres,Capers,"Capers, pickled in vinegar",en:capers,11040
,"Lait en poudre, écrémé","Lait en poudre, écrémé",Caramelised skimmed milk powder,"Milk, powder, skimmed",en:caramelised-skimmed-milk-powder,19054
Sucre brun,Sucre roux,Sucre roux,Caramelised sugar,"Sugar, brown",en:caramelised-sugar,31017
Carvi,"Carvi, graine",Carvi,Caraway,"Caraway, seed",en:caraway,11064
Eau de source gazéifiée,"Eau minérale, plate (aliment moyen)",Eau minérale,Carbonated mineral water,"Water, mineral, non-carbonated, bottled (average)",en:carbonated-mineral-water,18045
Eau de source gazéifiée,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)",Mont-Blanc,Carbonated mineral water,"Water, mineral, non-carbonated, MONT-BLANC",en:carbonated-mineral-water,76101
Eau de source gazéifiée,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)",Carola,Carbonated mineral water,"Water, mineral, carbonated ou non-carbonated, CAROLA",en:carbonated-mineral-water,76100
Eau de source gazéifiée,"Eau de source, embouteillée (aliment moyen)",Eau de source,Carbonated mineral water,"Water, bottled (average)",en:carbonated-mineral-water,18008
Eau de source gazéifiée,"Eau minérale, gazeuse (aliment moyen)",Eau minérale,Carbonated mineral water,"Water, mineral, carbonated, bottled (average)",en:carbonated-mineral-water,18046
Eau de source gazéifiée,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)",Eden,Carbonated mineral water,"Water, mineral, non-carbonated, EDEN",en:carbonated-mineral-water,76102
Eau minérale naturelle gazeuse,"Eau minérale, gazeuse (aliment moyen)",Eau minérale,Carbonated natural mineral water,"Water, mineral, carbonated, bottled (average)",en:carbonated-natural-mineral-water,18046
Eau gazeuse,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",Abatilles,Carbonated water,"Mineral still water (Abatilles), bottled, lightly mineralized",en:carbonated-water,76000
Eau gazeuse,"Eau minérale, gazeuse (aliment moyen)",Eau minérale,Carbonated water,"Water, mineral, carbonated, bottled (average)",en:carbonated-water,18046
Eau gazeuse,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)",Eden,Carbonated water,"Water, mineral, non-carbonated, EDEN",en:carbonated-water,76102
Eau gazeuse,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",Aizac,Carbonated water,"Mineral sparkling water (Aziac), bottled, lightly mineralized",en:carbonated-water,76002
Eau gazeuse,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",Amanda,Carbonated water,"Mineral still water (Amanda), bottled, strongly mineralized",en:carbonated-water,76004
Eau gazeuse,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",Celtic,Carbonated water,"Mineral still water (Celtic), bottled, very lightly mineralized",en:carbonated-water,76010
Eau gazeuse,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",Chambon,Carbonated water,"Mineral still water (Chambon), bottled, lightly mineralized",en:carbonated-water,76011
Eau gazeuse,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",Chantemerle,Carbonated water,"Mineral still water (Chantemerle), bottled, lightly mineralized",en:carbonated-water,76012
Eau gazeuse,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",Chateauneuf,Carbonated water,"Mineral sparkling water (Chateauneuf), bottled, strongly mineralized",en:carbonated-water,76013
Eau gazeuse,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",Chateldon,Carbonated water,"Mineral sparkling water (Chateldon), bottled, strongly mineralized",en:carbonated-water,76014
Eau gazeuse,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",Clos de l'Abbaye,Carbonated water,"Mineral still water (Clos de l'Abbaye), bottled, averagely mineralized",en:carbonated-water,76015
Eau gazeuse,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",Aix-les-Bains,Carbonated water,"Mineral still water (Aix-les-Bains), bottled, lightly mineralized",en:carbonated-water,76001
Eau gazeuse,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",Contrex,Carbonated water,"Mineral still water (Contrex), bottled, strongly mineralized",en:carbonated-water,76016
Eau gazeuse,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",Didier,Carbonated water,"Mineral sparkling water (Didier), bottled, strongly mineralized",en:carbonated-water,76018
Eau gazeuse,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",Didier,Carbonated water,"Mineral still water (Didier), bottled, strongly mineralized",en:carbonated-water,76019
Eau gazeuse,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",Evian,Carbonated water,"Mineral still water (Evian), bottled, lightly mineralized",en:carbonated-water,76020
Eau gazeuse,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",Hépar,Carbonated water,"Mineral still water (Hépar), bottled, strongly mineralized",en:carbonated-water,76022
Eau gazeuse,"Eau minérale, plate (aliment moyen)",Eau minérale,Carbonated water,"Water, mineral, non-carbonated, bottled (average)",en:carbonated-water,18045
Eau gazeuse,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)",Carola,Carbonated water,"Water, mineral, carbonated ou non-carbonated, CAROLA",en:carbonated-water,76100
Eau gazeuse,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)",Mont-Blanc,Carbonated water,"Water, mineral, non-carbonated, MONT-BLANC",en:carbonated-water,76101
Eau gazeuse,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",Dax,Carbonated water,"Mineral still water (Dax), bottled, averagely mineralized",en:carbonated-water,76017
Eau gazeuse,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",Ardesy,Carbonated water,"Mineral sparkling water (Ardesy), bottled, strongly mineralized",en:carbonated-water,76007
Eau gazeuse,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",Arcens,Carbonated water,"Mineral sparkling water (Arcens), bottled, averagely mineralized",en:carbonated-water,76006
Cardamome,"Cardamome, poudre",Cardamome,Cardamon,"Cardamom, powder",en:cardamom,11075
Langouste blanche,"Langouste, crue","Langouste, crue",Caribbean spiny lobster,"Spiny lobster, raw",en:caribbean-spiny-lobster,10015
Carotte,"Carotte, crue","Carotte, crue",Carrot,"Carrot, raw",en:carrot,20009
Jus de carotte,"Jus de carotte, pur jus",Jus de carotte,Carrot juice,"Carrot juice, pure juice",en:carrot-juice,2006
Purée de carotte,"Carotte, purée","Carotte, purée",Carrot purée,"Carrots, puree",en:carrot-puree,20261
Noix de cajou,"Noix de cajou, grillée, salée","Noix de cajou, grillée, salée",Cashew nuts,"Cashew nut, grilled, salted",en:cashew-nuts,15019
Cannelle de chine,"Cannelle, poudre",Cannelle,Cassia,"Cinnamon, powder",en:cassia,11025
Chou-fleur,"Chou-fleur, cru","Chou-fleur, cru",Cauliflower,"Cauliflower, raw",en:cauliflower,20016
Piment de Cayenne,Poivre de Cayenne ou piment de Cayenne,Piment de Cayenne,Cayenne pepper,Cayenne pepper,en:cayenne-pepper,11088
Céleri-rave,"Céleri-rave, cru","Céleri-rave, cru",Celeriac,"Celeriac, raw",en:celeriac,20055
Céleri,"Céleri branche, cru","Céleri branche, cru",Celery,"Celery stalk, raw",en:celery,20023
Purée de céleri,"Céleri-rave, purée","Céleri-rave, purée",Celery puree,"Celeriac, puree",en:celery-puree,20278
Cèpe,"Champignon, cèpe, cru",Cèpe,Cep,"Cep or boletus mushroom, raw",en:cep,20160
Champagne,Champagne,Champagne,Champagne,Champagne,en:champagne,5207
Champignons de Paris,"Champignon de Paris ou champignon de couche, cru","Champignon de Paris, cru",Champignon,"Button mushroom or cultivated mushroom, raw",en:champignon,20056
Blette,"Bette ou blette, crue",Blette,Chard,"Swiss chard, raw",en:chard,20004
Cheddar,Cheddar,Cheddar,Cheddar,"Cheddar cheese, from cow's milk",en:cheddar,12726
Fromage,Maroilles laitier,Maroilles,Cheese,"Maroilles ""laitier"" cheese",en:cheese,12029
Fromage,Fromage fondu en portions ou en cubes environ 20% MG,Vache qui rit,Cheese,"Processed cheese, around 20% fat, in wedges or cubes",en:cheese,12310
Fromage,Fromage fondu en tranchettes,Toastinette,Cheese,"Processed cheese, in slices",en:cheese,12300
Fromage,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",Emmental allégé,Cheese,"Hard cheese, emmental-type cheese, reduced fat",en:cheese,12116
Fromage,Fromage à pâte pressée cuite (aliment moyen),Fromage,Cheese,Hard cheese (average),en:cheese,12100
Fromage,"Fromage type feta, au lait de vache, à l'huile et aux aromates",Feta,Cheese,"Feta-type cheese from cow's milk, in oil and spices",en:cheese,12063
Fromage,"Fromage type feta, au lait de vache","Fromage type feta, au lait de vache",Cheese,Feta-type cheese from cow's milk,en:cheese,12060
Fromage,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,Roucoulons,Cheese,"Soft -ripened washed, bloomy and coloured rind cheese",en:cheese,12050
Fromage,Fromage (aliment moyen),Fromage,Cheese,Cheese (average),en:cheese,12999
Fromage,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",Vieux Pané,Cheese,"Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)",en:cheese,12047
Fromage,Fromage à pâte molle et croûte lavée (aliment moyen),Fromage,Cheese,"Soft-ripened cheese, washed rind (average)",en:cheese,12034
Fromage,Fromage à pâte molle triple crème environ 40% MG,Brillat Savarin,Cheese,"Soft-ripened cheese, triple cream, around 40% fat",en:cheese,12033
Fromage,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,Cheese,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",en:cheese,12013
Fromage,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,Coulommiers allégé,Cheese,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",en:cheese,12012
Fromage,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,"Rustique, Ortolans",Cheese,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",en:cheese,12009
Fromage,Fromage à pâte molle et croûte fleurie (type camembert),Chamois d'Or,Cheese,Soft-ripened cheese with bloomy rind (Camembert-type cheese),en:cheese,12003
Fromage,Fromage bleu au lait de vache,Fromage bleu au lait de vache,Cheese,"Blue cheese, from cow's milk",en:cheese,12520
Fromage,Fromage bleu d'Auvergne,Fromage bleu d'Auvergne,Cheese,"Auvergne blue cheese, from cow's milk",en:cheese,12521
Fromage,Fromage bleu de Bresse,Fromage bleu de Bresse,Cheese,"Bresse blue cheese, from cow's milk",en:cheese,12527
Fromage,Chaource,Chaource,Cheese,"Chaource cheese, from cow's milk",en:cheese,12028
Fromage,Carré de l'Est,Carré de l'Est,Cheese,"Carré de l'Est cheese, from cow's milk",en:cheese,12025
Fromage,Brie de Meaux,Brie de Meaux,Cheese,"Brie de Meaux cheese, from cow's milk",en:cheese,12021
Fromage,"Brie, sans précision",Brie,Cheese,"Brie cheese, from cow's milk",en:cheese,12020
Fromage,Coulommiers,Coulommiers,Cheese,"Coulommiers cheese, from cow's milk",en:cheese,12010
Fromage,Camembert au lait cru,Camembert au lait cru,Cheese,"Camembert cheese, from cow's milk, from raw milk",en:cheese,12006
Fromage,"Camembert, sans précision",Camembert,Cheese,"Camembert cheese, from cow's milk",en:cheese,12001
Fromage,Crottin de Chavignol (fromage de chèvre),Crottin de Chavignol (fromage de chèvre),Cheese,"Crottin de Chavignol cheese, from goat's milk",en:cheese,12834
Fromage,Fromage de lactosérum de brebis,Fromage de lactosérum de brebis,Cheese,"Cheese, from ewe's whey",en:cheese,12828
Fromage,Fromage de chèvre sec,Fromage de chèvre sec,Cheese,"Cheese, dry, from goat's milk",en:cheese,12815
Fromage,"Fromage de chèvre bûche, allégé en matière grasse","Fromage de chèvre bûche, allégé en matière grasse",Cheese,"Cheese, buche, from goat's milk, light",en:cheese,12813
Fromage,Fromage de chèvre demi-sec,Fromage de chèvre demi-sec,Cheese,"Cheese, semi-dry, from goat's milk",en:cheese,12810
Fromage,Fromage de brebis Corse à pâte molle,Fromage de brebis Corse à pâte molle,Cheese,"Corsica soft ripened cheese, from ewe's milk",en:cheese,12762
Fromage,Raclette (fromage),Raclette (fromage),Cheese,"Raclette cheese, from cow's milk",en:cheese,12749
Fromage,Brie de Melun,Brie de Melun,Cheese,"Brie de Melun cheese, from cow's milk",en:cheese,12022
Fromage,Fromage à pâte molle double crème environ 30% MG,Caprice des Dieux,Cheese,"Soft-ripened cheese, double cream, around 30% fat",en:cheese,12008
,"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",Bûchette ou crottin chèvre,Cheese made from pasteurized milk,"Cheese, from goat's milk, from pasteurised milk",en:cheese-made-from-pasteurized-milk,12802
,"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)","Bûchette, crottin, Sainte-Maure chèbre",Cheese made from pasteurized milk,"Cheese, from goat's milk",en:cheese-made-from-pasteurized-milk,12803
,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Fromage à pâte molle et croûte lavée, allégé environ 13% MG",Cheese rind,"Soft-ripened washed-rind cheese, reduced fat, around 13% fat",en:cheese-rind,12035
,Fromage à pâte molle et croûte lavée (aliment moyen),Fromage,Cheese rind,"Soft-ripened cheese, washed rind (average)",en:cheese-rind,12034
,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,Cheese rind,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",en:cheese-rind,12013
,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,Coulommiers allégé,Cheese rind,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",en:cheese-rind,12012
